filename,k,freq_hz,magnitude,width_hz,noise_floor,snr
mixed_11-bebop_000_.wav,8,919.789,2.42E+01,39.0625,8.77E+00,2.7649
mixed_11-bebop_000_.wav,9,1034.1797,6.92E+01,39.0625,8.63E+00,8.0146
mixed_11-bebop_000_.wav,10,1149.4141,8.14E+01,20.5078,8.30E+00,9.8057
mixed_11-bebop_001_.wav,1,115.0321,7.75E+02,0.9766,2.74E+01,28.3329
mixed_11-bebop_001_.wav,2,230.0991,3.21E+02,0.9766,1.15E+01,27.8654
mixed_11-bebop_001_.wav,3,344.8325,6.19E+01,38.0859,8.64E+00,7.1675
mixed_11-bebop_001_.wav,4,460.1325,1.30E+02,39.0625,9.13E+00,14.1891
mixed_11-bebop_001_.wav,5,574.8378,3.64E+01,39.0625,6.22E+00,5.8543
mixed_11-bebop_001_.wav,6,692.7671,3.66E+01,17.5781,8.76E+00,4.1733
mixed_11-bebop_001_.wav,7,804.7263,1.32E+01,39.0625,6.66E+00,1.9772
mixed_11-bebop_001_.wav,8,919.8867,2.46E+01,38.0859,9.99E+00,2.4581
mixed_11-bebop_001_.wav,9,1034.1797,9.99E+01,38.0859,9.05E+00,11.0373
mixed_11-bebop_001_.wav,10,1149.4141,7.30E+01,0.9766,7.17E+00,10.1791
mixed_11-bebop_002_.wav,1,115.0181,7.80E+02,0.9766,2.94E+01,26.5601
mixed_11-bebop_002_.wav,2,230.1444,3.74E+02,0.9766,1.40E+01,26.6794
mixed_11-bebop_002_.wav,3,344.9251,5.99E+01,38.0859,7.58E+00,7.899
mixed_11-bebop_002_.wav,4,459.97,1.16E+02,39.0625,1.06E+01,10.9784
mixed_11-bebop_002_.wav,5,574.9708,2.15E+01,39.0625,5.60E+00,3.8276
mixed_11-bebop_002_.wav,6,693.1678,4.46E+01,20.5078,7.85E+00,5.6861
mixed_11-bebop_002_.wav,7,806.2557,1.97E+01,29.2969,7.98E+00,2.462
mixed_11-bebop_002_.wav,8,923.9486,1.61E+01,3.9062,9.34E+00,1.7275
mixed_11-bebop_002_.wav,9,1034.1797,1.17E+02,19.5312,6.62E+00,17.6789
mixed_11-bebop_002_.wav,10,1149.4141,6.81E+01,0.9766,6.12E+00,11.1269
mixed_11-bebop_003_.wav,1,115.0821,8.34E+02,0.9766,3.65E+01,22.8258
mixed_11-bebop_003_.wav,2,230.2779,3.89E+02,0.9766,1.75E+01,22.1904
mixed_11-bebop_003_.wav,3,345.0313,6.22E+01,38.0859,8.57E+00,7.2582
mixed_11-bebop_003_.wav,4,460.1513,1.09E+02,39.0625,1.04E+01,10.5366
mixed_11-bebop_003_.wav,5,575.1934,3.26E+01,39.0625,6.27E+00,5.1978
mixed_11-bebop_003_.wav,6,693.3582,5.27E+01,16.6016,8.78E+00,6.0026
mixed_11-bebop_003_.wav,7,804.969,2.27E+01,39.0625,7.08E+00,3.2031
mixed_11-bebop_003_.wav,8,919.9978,1.61E+01,0.9766,5.88E+00,2.743
mixed_11-bebop_003_.wav,9,1035.2587,9.71E+01,20.5078,7.58E+00,12.8117
mixed_11-bebop_003_.wav,10,1150.3446,6.74E+01,0,1.02E+01,6.6352
mixed_11-bebop_004_.wav,1,115.0346,7.05E+02,1.1062,4.06E+01,17.3536
mixed_11-bebop_004_.wav,2,230.3366,3.79E+02,1.1062,1.20E+01,31.6293
mixed_11-bebop_004_.wav,3,345.3079,6.37E+01,38.7168,8.93E+00,7.1319
mixed_11-bebop_004_.wav,4,460.2775,9.78E+01,38.7168,7.73E+00,12.6518
mixed_11-bebop_004_.wav,5,575.6198,2.82E+01,38.7168,5.38E+00,5.2525
mixed_11-bebop_004_.wav,6,690.4253,2.68E+01,38.7168,7.88E+00,3.4092
mixed_11-bebop_004_.wav,7,805.3709,2.29E+01,38.7168,5.37E+00,4.2662
mixed_11-bebop_004_.wav,8,920.9228,8.96E+00,38.7168,6.21E+00,1.444
mixed_11-bebop_004_.wav,9,1036.1109,4.39E+01,19.9115,6.45E+00,6.8166
mixed_11-bebop_004_.wav,10,1150.6017,5.09E+01,1.1062,8.10E+00,6.2874
mixed_12-bebop_000_.wav,1,116.1566,5.42E+02,39.0625,5.63E+01,9.6256
mixed_12-bebop_000_.wav,2,232.2947,3.49E+02,19.5312,2.42E+01,14.4282
mixed_12-bebop_000_.wav,3,348.3952,1.10E+02,19.5312,1.01E+01,10.9177
mixed_12-bebop_000_.wav,4,464.6158,4.12E+01,0,7.83E+00,5.2584
mixed_12-bebop_000_.wav,5,580.594,2.15E+01,39.0625,6.23E+00,3.4579
mixed_12-bebop_000_.wav,6,700.1953,4.03E+01,16.6016,6.69E+00,6.0264
mixed_12-bebop_000_.wav,7,812.8377,4.44E+01,30.2734,9.38E+00,4.7393
mixed_12-bebop_000_.wav,8,928.8136,1.06E+01,39.0625,6.55E+00,1.6174
mixed_12-bebop_000_.wav,9,1044.8497,5.04E+01,19.5312,5.75E+00,8.7553
mixed_12-bebop_000_.wav,10,1160.9851,3.50E+01,39.0625,7.78E+00,4.5011
mixed_12-bebop_001_.wav,1,116.1578,5.68E+02,19.5312,2.94E+01,19.3383
mixed_12-bebop_001_.wav,2,232.2783,2.95E+02,19.5312,1.34E+01,22.0041
mixed_12-bebop_001_.wav,3,348.5108,1.06E+02,0.9766,9.65E+00,11.0187
mixed_12-bebop_001_.wav,4,464.7957,3.72E+01,39.0625,5.68E+00,6.5519
mixed_12-bebop_001_.wav,5,580.6975,2.61E+01,39.0625,4.90E+00,5.318
mixed_12-bebop_001_.wav,6,700.1953,3.47E+01,0.9766,8.36E+00,4.1466
mixed_12-bebop_001_.wav,7,812.9962,3.39E+01,29.2969,8.56E+00,3.9611
mixed_12-bebop_001_.wav,8,929.8623,7.49E+00,0,6.33E+00,1.1824
mixed_12-bebop_001_.wav,9,1045.0699,5.60E+01,0.9766,6.27E+00,8.9392
mixed_12-bebop_001_.wav,10,1161.9692,1.69E+01,39.0625,8.09E+00,2.0924
mixed_12-bebop_002_.wav,1,116.1604,6.23E+02,19.5312,5.03E+01,12.3817
mixed_12-bebop_002_.wav,2,232.2191,2.86E+02,39.0625,1.91E+01,14.9624
mixed_12-bebop_002_.wav,3,348.4748,1.05E+02,19.5312,9.80E+00,10.7275
mixed_12-bebop_002_.wav,4,464.5769,4.29E+01,39.0625,7.74E+00,5.5396
mixed_12-bebop_002_.wav,5,580.7624,3.81E+01,39.0625,6.22E+00,6.1308
mixed_12-bebop_002_.wav,6,700.1953,4.51E+01,16.6016,7.52E+00,5.9899
mixed_12-bebop_002_.wav,7,813.0065,3.91E+01,19.5312,7.52E+00,5.1944
mixed_12-bebop_002_.wav,8,928.8309,1.60E+01,39.0625,6.33E+00,2.5313
mixed_12-bebop_002_.wav,9,1045.1746,4.32E+01,20.5078,6.40E+00,6.7445
mixed_12-bebop_002_.wav,10,1162.1157,1.74E+01,39.0625,8.31E+00,2.0946
mixed_12-bebop_003_.wav,1,116.1808,5.48E+02,39.0625,2.62E+01,20.9074
mixed_12-bebop_003_.wav,2,232.2758,2.71E+02,19.5312,1.42E+01,18.9959
mixed_12-bebop_003_.wav,3,348.5072,1.15E+02,19.5312,8.22E+00,14.0198
mixed_12-bebop_003_.wav,4,464.6156,3.27E+01,39.0625,9.41E+00,3.4741
mixed_12-bebop_003_.wav,5,580.9633,4.66E+01,39.0625,4.87E+00,9.5711
mixed_12-bebop_003_.wav,6,700.1953,4.16E+01,16.6016,8.48E+00,4.8989
mixed_12-bebop_003_.wav,7,813.251,3.56E+01,19.5312,5.33E+00,6.6857
mixed_12-bebop_003_.wav,8,932.6172,9.48E+00,0.9766,8.43E+00,1.1251
mixed_12-bebop_003_.wav,9,1043.8893,2.10E+01,30.2734,7.96E+00,2.6345
mixed_12-bebop_003_.wav,10,1161.5805,1.85E+01,39.0625,6.49E+00,2.8468
mixed_12-bebop_004_.wav,1,116.1675,5.75E+02,2.2124,4.20E+01,13.6795
mixed_12-bebop_004_.wav,2,232.2828,2.70E+02,19.9115,1.61E+01,16.7718
mixed_12-bebop_004_.wav,3,348.4758,1.03E+02,19.9115,9.44E+00,10.9329
mixed_12-bebop_004_.wav,4,464.5919,4.80E+01,39.823,7.50E+00,6.4072
mixed_12-bebop_004_.wav,5,580.9524,4.04E+01,38.7168,4.71E+00,8.5674
mixed_12-bebop_004_.wav,6,700.2212,3.30E+01,16.5929,8.77E+00,3.7604
mixed_12-bebop_004_.wav,7,813.3392,3.36E+01,19.9115,6.20E+00,5.4263
mixed_12-bebop_004_.wav,8,929.442,1.33E+01,38.7168,6.90E+00,1.9325
mixed_12-bebop_004_.wav,9,1045.6451,3.52E+01,38.7168,7.82E+00,4.4946
mixed_12-bebop_004_.wav,10,1162.0105,1.57E+01,38.7168,6.56E+00,2.3885
mixed_13-bebop_000_.wav,1,56.7814,1.00E+02,33.2031,2.57E+01,3.9023
mixed_13-bebop_000_.wav,2,116.2109,2.90E+01,38.0859,2.00E+01,1.4487
mixed_13-bebop_000_.wav,3,170.6958,2.09E+01,39.0625,1.16E+01,1.797
mixed_13-bebop_000_.wav,4,229.4922,1.99E+01,35.1562,8.57E+00,2.3184
mixed_13-bebop_000_.wav,5,281.4748,1.52E+01,39.0625,6.32E+00,2.4083
mixed_13-bebop_000_.wav,6,336.9141,4.14E+00,11.7188,5.93E+00,0.6972
mixed_13-bebop_000_.wav,7,397.3947,7.61E+00,37.1094,6.75E+00,1.1276
mixed_13-bebop_000_.wav,8,452.662,3.30E+01,17.5781,5.89E+00,5.6074
mixed_13-bebop_000_.wav,9,506.8359,3.00E+00,37.1094,3.42E+00,0.8762
mixed_13-bebop_000_.wav,10,569.3359,8.25E+00,37.1094,4.18E+00,1.972
mixed_13-bebop_001_.wav,1,63.817,1.36E+02,32.2266,2.92E+01,4.6459
mixed_13-bebop_001_.wav,2,124.7827,2.79E+01,38.0859,1.80E+01,1.5519
mixed_13-bebop_001_.wav,3,187.5,1.97E+01,31.25,1.41E+01,1.4016
mixed_13-bebop_001_.wav,4,254.2608,1.28E+01,39.0625,9.32E+00,1.37
mixed_13-bebop_001_.wav,5,315.0888,1.36E+01,37.1094,5.73E+00,2.376
mixed_13-bebop_001_.wav,6,383.1202,1.76E+01,9.7656,7.52E+00,2.3407
mixed_13-bebop_001_.wav,7,446.65,5.88E+00,26.3672,5.48E+00,1.0719
mixed_13-bebop_001_.wav,8,507.5654,4.44E+00,34.1797,3.78E+00,1.1748
mixed_13-bebop_001_.wav,9,568.3594,1.07E+01,31.25,3.56E+00,2.9992
mixed_13-bebop_001_.wav,10,636.8197,3.92E+00,39.0625,2.68E+00,1.4629
mixed_13-bebop_002_.wav,1,85.8465,1.31E+02,39.0625,5.43E+01,2.4043
mixed_13-bebop_002_.wav,2,174.8047,2.94E+01,36.1328,2.67E+01,1.0988
mixed_13-bebop_002_.wav,3,256.3863,2.12E+01,39.0625,2.23E+01,0.9535
mixed_13-bebop_002_.wav,4,343.0133,5.93E+00,38.0859,1.12E+01,0.5288
mixed_13-bebop_002_.wav,5,427.461,1.44E+01,10.7422,7.49E+00,1.9255
mixed_13-bebop_002_.wav,6,517.9992,6.69E+00,31.25,4.18E+00,1.6005
mixed_13-bebop_002_.wav,7,600.4139,1.19E+01,20.5078,2.76E+00,4.3223
mixed_13-bebop_002_.wav,8,687.3705,2.40E+00,11.7188,3.54E+00,0.678
mixed_13-bebop_002_.wav,9,770.5078,7.03E+00,9.7656,5.06E+00,1.3893
mixed_13-bebop_002_.wav,10,856.4453,1.86E+01,16.6016,5.93E+00,3.1377
mixed_13-bebop_003_.wav,1,55.8083,2.30E+02,20.5078,3.87E+01,5.9434
mixed_13-bebop_003_.wav,2,110.125,5.18E+01,37.1094,4.06E+01,1.2741
mixed_13-bebop_003_.wav,3,165.856,2.80E+01,9.7656,2.22E+01,1.2633
mixed_13-bebop_003_.wav,4,222.8551,2.26E+01,31.25,1.25E+01,1.8125
mixed_13-bebop_003_.wav,5,280.3478,2.15E+01,27.3438,7.82E+00,2.7545
mixed_13-bebop_003_.wav,6,336.9141,8.48E+00,39.0625,6.79E+00,1.249
mixed_13-bebop_003_.wav,7,391.618,8.99E+00,39.0625,7.01E+00,1.2822
mixed_13-bebop_003_.wav,8,443.4402,1.17E+01,0.9766,6.19E+00,1.8889
mixed_13-bebop_003_.wav,9,500.2926,8.56E+00,21.4844,3.51E+00,2.4395
mixed_13-bebop_003_.wav,10,559.5703,7.69E+00,19.5312,2.49E+00,3.0867
mixed_13-bebop_004_.wav,1,56.5055,1.08E+02,33.1858,1.58E+01,6.8562
mixed_13-bebop_004_.wav,2,111.6124,3.44E+01,36.5044,1.50E+01,2.2891
mixed_13-bebop_004_.wav,3,167.0354,2.40E+01,38.7168,1.07E+01,2.2482
mixed_13-bebop_004_.wav,4,225.8661,1.19E+01,30.9735,7.15E+00,1.6694
mixed_13-bebop_004_.wav,5,280.3868,9.48E+00,38.7168,4.56E+00,2.0778
mixed_13-bebop_004_.wav,6,337.3158,3.87E+00,39.823,3.12E+00,1.2402
mixed_13-bebop_004_.wav,7,392.7333,4.15E+01,19.9115,5.12E+00,8.1152
mixed_13-bebop_004_.wav,8,448.0088,6.07E+00,19.9115,4.36E+00,1.3923
mixed_13-bebop_004_.wav,9,504.4248,4.53E+00,35.3982,3.38E+00,1.3407
mixed_13-bebop_004_.wav,10,566.3717,4.03E+00,21.0177,2.50E+00,1.6144
mixed_14-bebop_000_.wav,1,184.8166,1.18E+02,20.5078,8.58E+00,13.8016
mixed_14-bebop_000_.wav,2,368.2638,6.03E+01,4.8828,7.41E+00,8.1323
mixed_14-bebop_000_.wav,3,555.1543,1.08E+01,19.5312,3.17E+00,3.4167
mixed_14-bebop_000_.wav,4,737.9292,2.05E+01,30.2734,5.67E+00,3.6242
mixed_14-bebop_000_.wav,5,921.4887,5.08E+00,18.5547,3.25E+00,1.5645
mixed_14-bebop_000_.wav,6,1106.4247,3.14E+01,16.6016,5.31E+00,5.905
mixed_14-bebop_000_.wav,7,1293.7982,9.08E+00,9.7656,8.53E+00,1.0648
mixed_14-bebop_000_.wav,8,1477.6803,7.09E+00,31.25,6.07E+00,1.1691
mixed_14-bebop_000_.wav,9,1659.5227,1.37E+01,19.5312,7.57E+00,1.8146
mixed_14-bebop_000_.wav,10,1847.1025,1.01E+01,36.1328,4.03E+00,2.4963
mixed_14-bebop_001_.wav,1,189.4137,1.47E+02,1.9531,1.32E+01,11.1377
mixed_14-bebop_001_.wav,2,381.8359,4.88E+01,12.6953,1.08E+01,4.5086
mixed_14-bebop_001_.wav,3,566.9583,2.34E+01,36.1328,7.81E+00,2.9996
mixed_14-bebop_001_.wav,4,757.1133,3.09E+01,30.2734,7.79E+00,3.962
mixed_14-bebop_001_.wav,5,949.6435,7.33E+00,36.1328,3.58E+00,2.0492
mixed_14-bebop_001_.wav,6,1138.0057,4.06E+01,8.7891,8.24E+00,4.935
mixed_14-bebop_001_.wav,7,1323.2422,3.80E+00,6.8359,3.64E+00,1.0427
mixed_14-bebop_001_.wav,8,1514.1101,2.07E+01,39.0625,6.46E+00,3.2012
mixed_14-bebop_001_.wav,9,1707.312,3.06E+01,35.1562,8.85E+00,3.4597
mixed_14-bebop_001_.wav,10,1891.6016,1.21E+01,36.1328,5.68E+00,2.1352
mixed_14-bebop_002_.wav,1,193.2611,1.90E+02,1.9531,2.24E+01,8.4765
mixed_14-bebop_002_.wav,2,386.4473,4.36E+01,3.9062,1.07E+01,4.0759
mixed_14-bebop_002_.wav,3,578.0118,1.68E+01,21.4844,7.43E+00,2.2626
mixed_14-bebop_002_.wav,4,772.5554,1.13E+01,14.6484,5.92E+00,1.9081
mixed_14-bebop_002_.wav,5,968.3954,2.44E+01,34.1797,7.89E+00,3.0899
mixed_14-bebop_002_.wav,6,1157.2266,5.92E+00,37.1094,4.34E+00,1.366
mixed_14-bebop_002_.wav,7,1356.4453,7.38E+00,34.1797,7.27E+00,1.0157
mixed_14-bebop_002_.wav,8,1543.9453,1.06E+01,27.3438,4.94E+00,2.1402
mixed_14-bebop_002_.wav,9,1739.851,7.26E+00,12.6953,6.00E+00,1.2102
mixed_14-bebop_002_.wav,10,1933.3596,8.08E+00,36.1328,4.52E+00,1.7867
mixed_14-bebop_003_.wav,1,73.8622,2.75E+02,32.2266,8.79E+01,3.1252
mixed_14-bebop_003_.wav,2,146.0412,8.84E+01,36.1328,5.96E+01,1.4833
mixed_14-bebop_003_.wav,3,225.5859,7.60E+01,15.625,3.31E+01,2.2952
mixed_14-bebop_003_.wav,4,298.2839,3.22E+01,39.0625,2.06E+01,1.5598
mixed_14-bebop_003_.wav,5,368.1641,5.96E+01,4.8828,1.35E+01,4.4288
mixed_14-bebop_003_.wav,6,448.2422,7.07E+00,6.8359,7.15E+00,0.9885
mixed_14-bebop_003_.wav,7,522.4609,1.08E+01,33.2031,4.69E+00,2.2981
mixed_14-bebop_003_.wav,8,596.6797,8.81E+00,32.2266,4.81E+00,1.833
mixed_14-bebop_003_.wav,9,667.0001,6.15E+00,24.4141,4.39E+00,1.3991
mixed_14-bebop_003_.wav,10,739.2578,2.34E+01,14.6484,6.28E+00,3.7217
mixed_14-bebop_004_.wav,1,53.3112,3.20E+02,9.9558,4.29E+01,7.444
mixed_14-bebop_004_.wav,2,109.5133,9.71E+01,27.6549,4.94E+01,1.9668
mixed_14-bebop_004_.wav,3,158.6054,5.34E+01,37.6106,3.40E+01,1.5694
mixed_14-bebop_004_.wav,4,215.708,3.83E+01,2.2124,2.33E+01,1.6475
mixed_14-bebop_004_.wav,5,263.6207,6.10E+01,17.6991,1.49E+01,4.0782
mixed_14-bebop_004_.wav,6,315.2655,1.45E+01,28.7611,9.78E+00,1.4832
mixed_14-bebop_004_.wav,7,369.1073,3.01E+01,22.1239,1.10E+01,2.7437
mixed_14-bebop_004_.wav,8,422.492,2.61E+01,34.292,1.30E+01,2.019
mixed_14-bebop_004_.wav,9,481.1947,1.97E+01,3.3186,7.82E+00,2.5197
mixed_14-bebop_004_.wav,10,531.5517,6.83E+00,2.2124,6.83E+00,1
mixed_15-bebop_000_.wav,1,70.0205,7.00E+02,2.9297,9.42E+01,7.4337
mixed_15-bebop_000_.wav,2,140.6222,4.82E+02,19.5312,6.22E+01,7.7387
mixed_15-bebop_000_.wav,3,211.2217,5.29E+02,20.5078,5.15E+01,10.2743
mixed_15-bebop_000_.wav,4,281.0155,1.73E+02,4.8828,2.67E+01,6.4746
mixed_15-bebop_000_.wav,5,351.6147,3.88E+02,7.8125,2.76E+01,14.0728
mixed_15-bebop_000_.wav,6,422.2789,4.51E+02,7.8125,2.97E+01,15.1701
mixed_15-bebop_000_.wav,7,490.4012,4.98E+01,9.7656,1.60E+01,3.1062
mixed_15-bebop_000_.wav,8,561.7046,2.43E+02,12.6953,2.94E+01,8.245
mixed_15-bebop_000_.wav,9,631.0593,1.83E+02,14.6484,2.38E+01,7.6721
mixed_15-bebop_000_.wav,10,706.0547,5.98E+01,9.7656,1.42E+01,4.2188
mixed_15-bebop_001_.wav,1,67.3148,9.22E+02,1.9531,5.58E+01,16.5134
mixed_15-bebop_001_.wav,2,134.6138,4.66E+02,18.5547,5.08E+01,9.16
mixed_15-bebop_001_.wav,3,201.4441,4.43E+02,20.5078,3.56E+01,12.4233
mixed_15-bebop_001_.wav,4,267.8766,2.44E+02,2.9297,1.55E+01,15.7788
mixed_15-bebop_001_.wav,5,336.5447,1.12E+02,5.8594,1.64E+01,6.7891
mixed_15-bebop_001_.wav,6,403.5009,2.06E+02,5.8594,2.47E+01,8.352
mixed_15-bebop_001_.wav,7,469.8676,8.99E+01,21.4844,1.95E+01,4.6056
mixed_15-bebop_001_.wav,8,540.5813,3.41E+01,20.5078,7.48E+00,4.5588
mixed_15-bebop_001_.wav,9,606.5421,6.87E+01,5.8594,1.26E+01,5.4747
mixed_15-bebop_001_.wav,10,671.6448,4.99E+01,22.4609,1.35E+01,3.6795
mixed_15-bebop_002_.wav,1,65.6048,1.00E+03,0.9766,6.20E+01,16.213
mixed_15-bebop_002_.wav,2,130.8522,2.55E+02,17.5781,6.29E+01,4.0511
mixed_15-bebop_002_.wav,3,196.3425,3.70E+02,17.5781,6.15E+01,6.0197
mixed_15-bebop_002_.wav,4,261.7606,3.20E+02,18.5547,3.94E+01,8.109
mixed_15-bebop_002_.wav,5,325.3466,1.36E+01,2.9297,1.30E+01,1.0498
mixed_15-bebop_002_.wav,6,392.3389,1.23E+02,5.8594,1.78E+01,6.9163
mixed_15-bebop_002_.wav,7,457.607,1.06E+02,4.8828,1.43E+01,7.4095
mixed_15-bebop_002_.wav,8,522.2088,6.53E+01,17.5781,8.31E+00,7.8581
mixed_15-bebop_002_.wav,9,585.9375,6.78E+00,39.0625,4.85E+00,1.3968
mixed_15-bebop_002_.wav,10,652.3664,2.12E+01,28.3203,6.05E+00,3.5109
mixed_15-bebop_003_.wav,1,64.6913,6.33E+02,0.9766,6.08E+01,10.4143
mixed_15-bebop_003_.wav,2,129.5601,5.10E+01,0.9766,4.26E+01,1.1969
mixed_15-bebop_003_.wav,3,194.4546,3.28E+02,16.6016,3.95E+01,8.3087
mixed_15-bebop_003_.wav,4,258.997,2.06E+02,33.2031,2.66E+01,7.7523
mixed_15-bebop_003_.wav,5,323.3814,7.62E+01,16.6016,1.45E+01,5.2397
mixed_15-bebop_003_.wav,6,387.4478,5.42E+01,10.7422,1.09E+01,4.9717
mixed_15-bebop_003_.wav,7,452.2635,2.84E+01,36.1328,7.71E+00,3.6864
mixed_15-bebop_003_.wav,8,517.5874,5.34E+01,34.1797,7.85E+00,6.8014
mixed_15-bebop_003_.wav,9,581.7773,2.43E+01,17.5781,4.58E+00,5.3145
mixed_15-bebop_003_.wav,10,647.4609,9.70E+00,12.6953,3.25E+00,2.9853
mixed_15-bebop_004_.wav,1,63.7277,4.45E+02,22.1239,8.84E+01,5.0297
mixed_15-bebop_004_.wav,2,125,7.57E+01,39.823,5.98E+01,1.2667
mixed_15-bebop_004_.wav,3,191.3354,2.00E+02,33.1858,4.13E+01,4.8548
mixed_15-bebop_004_.wav,4,255.2446,2.42E+02,16.5929,3.83E+01,6.3022
mixed_15-bebop_004_.wav,5,319.049,1.25E+02,17.6991,2.83E+01,4.4306
mixed_15-bebop_004_.wav,6,382.6387,3.05E+01,19.9115,1.13E+01,2.711
mixed_15-bebop_004_.wav,7,447.0366,3.17E+01,35.3982,9.62E+00,3.2933
mixed_15-bebop_004_.wav,8,511.1851,5.36E+01,33.1858,7.85E+00,6.8249
mixed_15-bebop_004_.wav,9,574.959,2.66E+01,22.1239,6.44E+00,4.1321
mixed_15-bebop_004_.wav,10,639.3805,4.34E+00,39.823,3.97E+00,1.0954
mixed_16-bebop_000_.wav,1,100.135,7.02E+02,0.9766,7.33E+01,9.5734
mixed_16-bebop_000_.wav,2,202.9457,1.90E+02,3.9062,3.89E+01,4.8864
mixed_16-bebop_000_.wav,3,299.8998,2.07E+02,21.4844,6.42E+01,3.2266
mixed_16-bebop_000_.wav,4,402.4795,8.06E+01,14.6484,3.21E+01,2.5067
mixed_16-bebop_000_.wav,5,505.0419,6.09E+01,31.25,2.85E+01,2.1398
mixed_16-bebop_000_.wav,6,603.388,2.43E+01,39.0625,2.09E+01,1.1601
mixed_16-bebop_000_.wav,7,706.4562,1.94E+01,31.25,1.94E+01,1
mixed_16-bebop_000_.wav,8,806.9471,3.26E+01,33.2031,1.49E+01,2.1929
mixed_16-bebop_000_.wav,9,906.2975,4.77E+01,36.1328,1.73E+01,2.7551
mixed_16-bebop_000_.wav,10,1004.3018,8.39E+01,0.9766,2.23E+01,3.7558
mixed_16-bebop_001_.wav,1,85.0861,3.01E+02,32.2266,6.59E+01,4.5689
mixed_16-bebop_001_.wav,2,166.9922,1.09E+02,1.9531,4.94E+01,2.1984
mixed_16-bebop_001_.wav,3,257.8125,2.18E+02,18.5547,5.04E+01,4.3328
mixed_16-bebop_001_.wav,4,340.7521,5.69E+01,35.1562,3.58E+01,1.5924
mixed_16-bebop_001_.wav,5,425.1797,9.10E+01,19.5312,2.32E+01,3.9183
mixed_16-bebop_001_.wav,6,512.6953,6.86E+01,34.1797,2.60E+01,2.6341
mixed_16-bebop_001_.wav,7,591.7969,3.36E+01,39.0625,2.78E+01,1.2068
mixed_16-bebop_001_.wav,8,680.532,1.49E+01,30.2734,1.80E+01,0.8278
mixed_16-bebop_001_.wav,9,767.5781,2.49E+01,39.0625,1.63E+01,1.5301
mixed_16-bebop_001_.wav,10,848.3806,1.75E+01,28.3203,1.28E+01,1.3641
mixed_16-bebop_002_.wav,1,48.3172,1.37E+02,18.5547,2.14E+01,6.385
mixed_16-bebop_002_.wav,2,97.9969,3.03E+01,34.1797,2.36E+01,1.2865
mixed_16-bebop_002_.wav,3,144.5916,3.31E+01,37.1094,1.49E+01,2.2252
mixed_16-bebop_002_.wav,4,188.4766,1.51E+01,32.2266,9.70E+00,1.5529
mixed_16-bebop_002_.wav,5,238.4523,9.69E+00,37.1094,6.65E+00,1.4573
mixed_16-bebop_002_.wav,6,284.1797,9.66E+00,37.1094,6.32E+00,1.5284
mixed_16-bebop_002_.wav,7,337.8906,1.16E+01,36.1328,6.56E+00,1.7632
mixed_16-bebop_002_.wav,8,381.7997,3.66E+01,15.625,8.31E+00,4.4077
mixed_16-bebop_002_.wav,9,430.2459,8.99E+00,10.7422,4.84E+00,1.8584
mixed_16-bebop_002_.wav,10,477.4476,3.59E+00,33.2031,2.87E+00,1.2479
mixed_16-bebop_003_.wav,1,54.9646,2.14E+02,24.4141,4.89E+01,4.3651
mixed_16-bebop_003_.wav,2,107.1658,6.52E+01,7.8125,3.94E+01,1.6537
mixed_16-bebop_003_.wav,3,165.1812,4.14E+01,19.5312,1.82E+01,2.2783
mixed_16-bebop_003_.wav,4,218.9531,1.20E+01,32.2266,1.04E+01,1.1609
mixed_16-bebop_003_.wav,5,275.5805,1.37E+01,28.3203,6.15E+00,2.2274
mixed_16-bebop_003_.wav,6,326.0238,9.06E+00,36.1328,4.59E+00,1.9737
mixed_16-bebop_003_.wav,7,382.1522,3.73E+01,8.7891,6.49E+00,5.7445
mixed_16-bebop_003_.wav,8,439.465,4.03E+00,0.9766,2.71E+00,1.4838
mixed_16-bebop_003_.wav,9,489.2578,3.71E+00,12.6953,1.40E+00,2.6446
mixed_16-bebop_003_.wav,10,547.9276,6.67E+00,33.2031,1.53E+00,4.3566
mixed_16-bebop_004_.wav,1,55.7925,1.57E+02,26.3672,2.40E+01,6.558
mixed_16-bebop_004_.wav,2,113.4657,4.04E+01,24.4141,2.08E+01,1.9452
mixed_16-bebop_004_.wav,3,168.1498,1.87E+01,38.0859,1.32E+01,1.4186
mixed_16-bebop_004_.wav,4,224.0994,1.09E+01,37.1094,8.49E+00,1.2795
mixed_16-bebop_004_.wav,5,279.1701,7.92E+00,24.4141,5.01E+00,1.5792
mixed_16-bebop_004_.wav,6,331.0547,2.87E+00,36.1328,3.49E+00,0.8232
mixed_16-bebop_004_.wav,7,392.5781,8.91E+00,39.0625,4.79E+00,1.8601
mixed_16-bebop_004_.wav,8,442.3828,5.11E+00,11.7188,2.32E+00,2.2057
mixed_16-bebop_004_.wav,9,503.9062,4.06E+00,24.4141,1.43E+00,2.836
mixed_16-bebop_004_.wav,10,558.3833,2.59E+00,14.6484,1.70E+00,1.5237
mixed_17-bebop_000_.wav,1,59.9161,3.80E+02,5.8594,5.11E+01,7.4375
mixed_17-bebop_000_.wav,2,119.4433,6.50E+01,24.4141,2.92E+01,2.2229
mixed_17-bebop_000_.wav,3,175.7812,9.98E+01,10.7422,1.91E+01,5.2149
mixed_17-bebop_000_.wav,4,239.6701,2.38E+01,35.1562,1.48E+01,1.6072
mixed_17-bebop_000_.wav,5,295.6277,1.09E+01,38.0859,9.79E+00,1.109
